TRIPID,HOUSEID,PERSONID,TDTRPNUM,STRTTIME,TRPMILES,LOOP_TRIP,TRIPPURP,TRAVDAY,HOMEOWN,HHSIZE,HHFAMINC,HHSTATE,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,CENSUS_D,HH_RACE,EDUC,WORKER,WHYTRP90,R_AGE_IMP,R_SEX_IMP,OBHUR,DBHUR,OBPPOPDN,DBPPOPDN,TRAVELMODE
4409,901,1,4,1340,3.121,2,NHB,1,2,1,3,KY,1,1,1,3,6,1,1,1,10,63,1,U,U,7000,7000,PASSENGER
4410,901,1,5,1410,3.251,2,HBSHOP,1,2,1,3,KY,1,1,1,3,6,1,1,1,5,63,1,U,U,7000,7000,PASSENGER
4411,901,1,6,1900,0.146,2,HBSHOP,1,2,1,3,KY,1,1,1,3,6,1,1,1,3,63,1,U,U,7000,7000,WALK
4412,901,1,7,1915,0.146,2,HBSHOP,1,2,1,3,KY,1,1,1,3,6,1,1,1,3,63,1,U,U,7000,7000,WALK
4413,902,1,1,400,12.542,2,HBSHOP,5,2,1,3,TX,0,1,1,4,7,2,4,2,3,60,1,U,U,7000,300,RAIL
4414,902,1,2,738,12.085,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,4,60,1,U,U,300,7000,RAIL
4415,902,1,3,843,14.816,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,4,60,1,U,U,7000,1500,PASSENGER
4416,902,1,4,943,5.239,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,3,60,1,U,U,1500,3000,PASSENGER
4417,902,1,5,1135,12.333,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,10,60,1,U,S,3000,3000,PASSENGER
4418,902,1,6,1320,1.844,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,3,60,1,S,U,3000,300,PASSENGER
4419,902,1,7,1455,10.129,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,4,60,1,U,U,300,7000,PASSENGER
4420,902,1,8,1830,0.559,2,NHB,5,2,1,3,TX,0,1,1,4,7,2,4,2,10,60,1,U,S,7000,7000,PASSENGER
4421,902,1,9,2059,0.72,2,HBSHOP,5,2,1,3,TX,0,1,1,4,7,2,4,2,3,60,1,S,U,7000,7000,PASSENGER
4422,903,1,1,710,0.111,1,HBO,6,2,1,2,NC,0,9,2,6,5,1,1,2,10,66,2,T,T,3000,3000,WALK
4423,903,1,2,722,0.111,1,HBO,6,2,1,2,NC,0,9,2,6,5,1,1,2,10,66,2,T,T,3000,3000,WALK
4424,903,1,3,930,2.862,2,HBSHOP,6,2,1,2,NC,0,9,2,6,5,1,1,2,3,66,2,T,R,3000,300,RAIL
4425,903,1,4,1135,2.876,2,HBSHOP,6,2,1,2,NC,0,9,2,6,5,1,1,2,3,66,2,R,T,300,3000,RAIL
4426,903,1,5,1600,0.111,1,HBO,6,2,1,2,NC,0,9,2,6,5,1,1,2,10,66,2,T,T,3000,3000,WALK
4427,903,1,6,1610,0.111,1,HBO,6,2,1,2,NC,0,9,2,6,5,1,1,2,10,66,2,T,T,3000,3000,WALK
4428,904,1,1,920,0.629,2,HBSOCREC,4,2,1,5,NY,0,9,1,5,2,1,3,2,10,68,2,U,U,30000,3000,WALK
4429,904,1,2,1000,0.63,2,HBSOCREC,4,2,1,5,NY,0,9,1,5,2,1,3,2,10,68,2,U,U,3000,30000,WALK
4430,904,1,3,1100,0.094,2,HBSHOP,4,2,1,5,NY,0,9,1,5,2,1,3,2,3,68,2,U,U,30000,30000,WALK
4431,904,1,4,1103,24.057,2,NHB,4,2,1,5,NY,0,9,1,5,2,1,3,2,8,68,2,U,S,30000,7000,BUS
4432,904,1,5,1550,28.417,2,HBSOCREC,4,2,1,5,NY,0,9,1,5,2,1,3,2,8,68,2,S,U,7000,30000,BUS
4433,904,1,6,1750,0.333,1,HBSOCREC,4,2,1,5,NY,0,9,1,5,2,1,3,2,10,68,2,U,U,30000,30000,WALK
4434,904,1,7,1805,0.333,1,HBSOCREC,4,2,1,5,NY,0,9,1,5,2,1,3,2,10,68,2,U,U,30000,30000,WALK
4435,904,1,8,1930,0.667,1,HBSOCREC,4,2,1,5,NY,0,9,1,5,2,1,3,2,10,68,2,U,U,30000,30000,WALK
4436,904,1,9,2010,0.667,1,NHB,4,2,1,5,NY,0,9,1,5,2,1,3,2,10,68,2,U,U,30000,30000,WALK
4437,905,1,1,950,2.455,2,HBW,1,2,2,2,NY,0,2,1,1,2,3,5,2,1,24,2,S,S,3000,1500,RAIL
4438,905,1,2,1100,1.706,2,NHB,1,2,2,2,NY,0,2,1,1,2,3,5,2,4,24,2,S,C,1500,7000,WALK
4439,905,1,3,1320,0.244,2,NHB,1,2,2,2,NY,0,2,1,1,2,3,5,2,3,24,2,C,C,7000,7000,WALK
4440,905,1,4,1420,0.915,2,NHB,1,2,2,2,NY,0,2,1,1,2,3,5,2,10,24,2,C,C,7000,30000,WALK
4441,905,1,5,1540,0.155,2,NHB,1,2,2,2,NY,0,2,1,1,2,3,5,2,5,24,2,C,S,30000,1500,WALK
4442,905,1,6,2005,0.0,2,HBO,1,2,2,2,NY,0,2,1,1,2,3,5,2,1,24,2,S,S,1500,3000,RAIL
4443,905,2,1,950,1.883,2,HBSHOP,1,2,2,2,NY,0,2,1,1,2,3,5,2,3,26,1,S,S,3000,750,RAIL
4444,905,2,2,1203,1.883,2,HBSHOP,1,2,2,2,NY,0,2,1,1,2,3,5,2,3,26,1,S,S,750,3000,RAIL
4445,906,1,1,1400,1.084,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,3,2,10,27,2,C,C,17000,1500,DRIVE
4446,906,1,2,1710,1.39,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,3,2,10,27,2,C,C,1500,17000,DRIVE
4447,906,1,3,1834,32.728,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,3,2,10,27,2,C,R,17000,50,PASSENGER
4448,906,2,1,1800,32.728,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,2,2,10,24,1,C,R,17000,50,DRIVE
4449,906,3,1,1400,1.083,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,-1,-1,10,13,1,C,C,17000,1500,PASSENGER
4450,906,3,2,1715,1.39,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,-1,-1,10,13,1,C,C,1500,17000,PASSENGER
4451,906,4,1,1345,5.559,2,HBW,6,2,5,4,CA,2,6,2,6,9,1,1,1,1,54,2,C,R,17000,300,PASSENGER
4452,906,4,2,2330,5.559,2,HBW,6,2,5,4,CA,2,6,2,6,9,1,1,1,1,54,2,R,C,300,17000,PASSENGER
4453,906,5,1,545,0.227,2,HBW,6,2,5,4,CA,2,6,2,6,9,1,1,1,1,56,1,C,C,17000,17000,WALK
4454,906,5,2,1530,0.227,2,HBW,6,2,5,4,CA,2,6,2,6,9,1,1,1,1,56,1,C,C,17000,17000,WALK
4455,906,5,3,1600,0.144,2,HBSHOP,6,2,5,4,CA,2,6,2,6,9,1,1,1,3,56,1,C,C,17000,17000,WALK
4456,906,5,4,1620,0.144,2,HBSHOP,6,2,5,4,CA,2,6,2,6,9,1,1,1,3,56,1,C,C,17000,17000,WALK
4457,906,5,5,1800,32.728,2,HBSOCREC,6,2,5,4,CA,2,6,2,6,9,1,1,1,10,56,1,C,R,17000,50,PASSENGER
4458,907,1,1,1545,0.385,2,HBSOCREC,7,1,1,3,NY,0,9,1,3,2,1,4,2,10,67,1,S,T,1500,750,WALK
4459,907,1,2,1730,0.385,2,HBSOCREC,7,1,1,3,NY,0,9,1,3,2,1,4,2,10,67,1,T,S,750,1500,WALK
4460,908,1,1,920,1.28,2,NHB,3,2,2,1,CA,1,2,1,5,9,-7,3,1,1,24,2,U,U,30000,30000,WALK
4461,908,1,2,1915,1.725,2,NHB,3,2,2,1,CA,1,2,1,5,9,-7,3,1,5,24,2,U,U,30000,17000,WALK
4462,908,1,3,2350,0.85,2,HBO,3,2,2,1,CA,1,2,1,5,9,-7,3,1,5,24,2,U,U,17000,30000,WALK
4463,909,1,1,1400,3.57,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,2,1,3,54,2,C,R,1500,300,PASSENGER
4464,909,1,2,1438,0.186,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,2,1,3,54,2,R,R,300,300,WALK
4465,909,1,3,1513,0.457,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,2,1,10,54,2,R,R,300,300,PASSENGER
4466,909,1,4,1558,3.355,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,2,1,10,54,2,R,C,300,1500,PASSENGER
4467,909,1,5,1800,0.976,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,2,1,3,54,2,C,S,1500,3000,WALK
4468,909,1,6,1830,0.976,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,2,1,3,54,2,S,C,3000,1500,WALK
4469,909,2,1,1400,3.57,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,3,2,3,18,1,C,R,1500,300,PASSENGER
4470,909,2,2,1438,0.186,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,3,2,3,18,1,R,R,300,300,WALK
4471,909,2,3,1513,0.457,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,3,2,10,18,1,R,R,300,300,PASSENGER
4472,909,2,4,1558,3.355,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,3,2,10,18,1,R,C,300,1500,PASSENGER
4473,909,4,1,1353,2.439,2,HBO,1,1,4,3,AZ,1,5,1,1,8,6,1,-1,4,14,1,C,C,7000,1500,PASSENGER
4474,909,4,2,1400,3.57,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,1,-1,3,14,1,C,R,1500,300,PASSENGER
4475,909,4,3,1438,0.186,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,1,-1,3,14,1,R,R,300,300,WALK
4476,909,4,4,1513,0.457,2,NHB,1,1,4,3,AZ,1,5,1,1,8,6,1,-1,10,14,1,R,R,300,300,PASSENGER
4477,909,4,5,1558,3.355,2,HBSHOP,1,1,4,3,AZ,1,5,1,1,8,6,1,-1,10,14,1,R,C,300,1500,PASSENGER
4478,910,1,1,1633,0.364,2,HBSHOP,7,2,1,7,PA,1,1,1,5,2,1,5,1,3,36,1,U,U,17000,7000,WALK
4479,910,1,2,1653,0.364,2,HBSHOP,7,2,1,7,PA,1,1,1,5,2,1,5,1,3,36,1,U,U,7000,17000,WALK
4480,911,1,1,830,0.045,2,HBSHOP,3,2,1,2,OH,0,9,1,5,3,1,3,2,10,92,2,U,U,17000,17000,WALK
4481,911,1,2,930,0.045,2,HBSHOP,3,2,1,2,OH,0,9,1,5,3,1,3,2,10,92,2,U,U,17000,17000,WALK
4482,911,1,3,1130,0.045,2,HBSHOP,3,2,1,2,OH,0,9,1,5,3,1,3,2,10,92,2,U,U,17000,17000,WALK
4483,911,1,4,1225,0.045,2,HBSHOP,3,2,1,2,OH,0,9,1,5,3,1,3,2,10,92,2,U,U,17000,17000,WALK
4484,912,1,1,900,6.711,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,17000,30000,BUS
4485,912,1,2,1230,0.603,2,NHB,1,2,2,-7,NY,0,2,1,5,2,3,4,2,10,24,1,U,U,30000,30000,WALK
4486,912,1,3,1245,0.603,2,NHB,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,30000,30000,WALK
4487,912,1,4,1700,6.336,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,30000,17000,BUS
4488,912,1,5,2000,0.074,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,17000,30000,WALK
4489,912,1,6,2010,0.074,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,30000,17000,WALK
4490,912,1,7,2020,0.074,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,17000,30000,WALK
4491,912,1,8,2030,0.074,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,30000,17000,WALK
4492,912,1,9,2125,0.074,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,17000,30000,WALK
4493,912,1,10,2135,0.074,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,4,24,1,U,U,30000,17000,WALK
4494,912,2,1,1000,6.711,2,HBO,1,2,2,-7,NY,0,2,1,5,2,3,4,2,5,24,1,U,U,17000,30000,BUS
4495,912,2,2,2000,6.407,2,NHB,1,2,2,-7,NY,0,2,1,5,2,3,4,2,3,24,1,U,U,30000,30000,BUS
4496,912,2,3,2040,0.076,2,HBSHOP,1,2,2,-7,NY,0,2,1,5,2,3,4,2,5,24,1,U,U,30000,17000,WALK
4497,913,1,1,910,0.899,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,2,2,5,40,2,U,U,30000,7000,WALK
4498,913,1,2,950,3.483,2,NHB,2,2,4,1,DC,0,3,1,5,5,2,2,2,5,40,2,U,U,7000,17000,PASSENGER
4499,913,1,3,1135,5.333,2,NHB,2,2,4,1,DC,0,3,1,5,5,2,2,2,5,40,2,U,U,17000,17000,PASSENGER
4500,913,1,4,1300,6.182,2,NHB,2,2,4,1,DC,0,3,1,5,5,2,2,2,3,40,2,U,U,17000,17000,PASSENGER
4501,913,1,5,1351,0.507,2,HBSHOP,2,2,4,1,DC,0,3,1,5,5,2,2,2,5,40,2,U,U,17000,30000,PASSENGER
4502,913,2,1,855,0.052,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,-1,-1,5,11,1,U,U,30000,17000,WALK
4503,913,2,2,1403,0.052,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,-1,-1,5,11,1,U,U,17000,30000,WALK
4504,913,3,1,855,0.052,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,-1,-1,5,5,1,U,U,30000,17000,WALK
4505,913,3,2,1403,0.052,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,-1,-1,5,5,1,U,U,17000,30000,WALK
4506,913,4,1,855,0.052,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,-1,-1,5,8,2,U,U,30000,17000,WALK
4507,913,4,2,1403,0.052,2,HBO,2,2,4,1,DC,0,3,1,5,5,2,-1,-1,5,8,2,U,U,17000,30000,WALK
4508,914,1,1,1215,1.424,2,HBW,6,2,2,9,CA,2,2,1,5,9,1,4,1,1,29,1,U,U,30000,17000,WALK
4509,914,1,2,1830,1.449,2,HBW,6,2,2,9,CA,2,2,1,5,9,1,4,1,1,29,1,U,U,17000,30000,RAIL
4510,914,1,3,2015,0.675,2,HBSHOP,6,2,2,9,CA,2,2,1,5,9,1,4,1,10,29,1,U,U,30000,30000,WALK
4511,914,1,4,2145,0.672,2,NHB,6,2,2,9,CA,2,2,1,5,9,1,4,1,10,29,1,U,U,30000,30000,WALK
4512,914,1,5,2201,1.579,2,HBSOCREC,6,2,2,9,CA,2,2,1,5,9,1,4,1,10,29,1,U,U,30000,17000,PASSENGER
4513,914,1,6,145,1.793,2,HBO,6,2,2,9,CA,2,2,1,5,9,1,4,1,11,29,1,U,U,17000,30000,TAXI
4514,914,2,1,1915,0.362,2,HBSOCREC,6,2,2,9,CA,2,2,1,5,9,1,3,1,10,39,1,U,U,30000,30000,WALK
4515,914,2,2,2030,2.867,2,NHB,6,2,2,9,CA,2,2,1,5,9,1,3,1,1,39,1,U,U,30000,17000,TAXI
4516,914,2,3,315,2.682,2,HBW,6,2,2,9,CA,2,2,1,5,9,1,3,1,1,39,1,U,U,17000,30000,TAXI
4517,915,1,1,510,12.217,2,HBSHOP,5,2,1,3,TX,1,1,1,4,7,3,3,1,10,59,1,U,S,7000,3000,RAIL
4518,915,1,2,645,2.242,2,NHB,5,2,1,3,TX,1,1,1,4,7,3,3,1,1,59,1,S,S,3000,1500,RAIL
4519,915,1,3,1600,10.25,2,NHB,5,2,1,3,TX,1,1,1,4,7,3,3,1,10,59,1,S,U,1500,7000,RAIL
4520,915,1,4,1830,5.415,2,HBSHOP,5,2,1,3,TX,1,1,1,4,7,3,3,1,1,59,1,U,U,7000,7000,RAIL
4521,916,1,1,800,0.48,2,HBO,7,2,1,1,CA,0,1,1,2,9,6,3,2,4,62,2,C,C,17000,17000,PASSENGER
4522,916,1,2,900,16.26,2,NHB,7,2,1,1,CA,0,1,1,2,9,6,3,2,8,62,2,C,U,17000,17000,PASSENGER
4523,916,1,3,1030,29.654,2,NHB,7,2,1,1,CA,0,1,1,2,9,6,3,2,8,62,2,U,U,17000,17000,PASSENGER
4524,916,1,4,1500,43.485,2,HBSOCREC,7,2,1,1,CA,0,1,1,2,9,6,3,2,8,62,2,U,C,17000,17000,PASSENGER
4525,917,1,1,930,0.556,1,HBO,4,1,1,8,CA,0,1,1,4,9,5,5,2,10,52,1,C,C,17000,17000,WALK
4526,917,1,2,1350,5.292,2,HBSOCREC,4,1,1,8,CA,0,1,1,4,9,5,5,2,10,52,1,C,U,17000,1500,TAXI
4527,917,1,3,1546,4.254,2,NHB,4,1,1,8,CA,0,1,1,4,9,5,5,2,11,52,1,U,U,1500,3000,TAXI
4528,917,1,4,1637,1.133,2,NHB,4,1,1,8,CA,0,1,1,4,9,5,5,2,11,52,1,U,U,3000,3000,WALK
4529,917,1,5,1815,2.106,2,NHB,4,1,1,8,CA,0,1,1,4,9,5,5,2,3,52,1,U,C,3000,7000,OTHER
4530,917,1,6,1825,0.465,2,HBSHOP,4,1,1,8,CA,0,1,1,4,9,5,5,2,10,52,1,C,C,7000,17000,WALK
4531,917,1,7,1850,0.444,1,HBO,4,1,1,8,CA,0,1,1,4,9,5,5,2,10,52,1,C,C,17000,17000,WALK
4532,918,1,1,840,0.142,2,HBSHOP,2,2,1,8,NY,1,1,1,5,2,1,4,1,3,31,2,U,U,30000,30000,WALK
4533,918,1,2,850,1.718,2,NHB,2,2,1,8,NY,1,1,1,5,2,1,4,1,1,31,2,U,U,30000,1500,BUS
4534,918,1,3,1340,0.179,2,NHB,2,2,1,8,NY,1,1,1,5,2,1,4,1,4,31,2,U,U,1500,1500,WALK
4535,918,1,4,1355,0.179,2,NHB,2,2,1,8,NY,1,1,1,5,2,1,4,1,4,31,2,U,U,1500,1500,WALK
4536,918,1,5,1815,1.795,2,NHB,2,2,1,8,NY,1,1,1,5,2,1,4,1,10,31,2,U,U,1500,30000,BUS
4537,918,1,6,1940,1.943,2,NHB,2,2,1,8,NY,1,1,1,5,2,1,4,1,10,31,2,U,U,30000,30000,BUS
4538,918,1,7,2115,0.274,2,NHB,2,2,1,8,NY,1,1,1,5,2,1,4,1,8,31,2,U,U,30000,30000,WALK
4539,918,1,8,2300,0.236,2,HBSOCREC,2,2,1,8,NY,1,1,1,5,2,1,4,1,1,31,2,U,U,30000,30000,WALK
4540,919,1,1,600,0.97,2,HBSHOP,4,2,1,1,GA,1,1,1,1,5,2,1,1,4,52,1,C,C,3000,1500,WALK
4541,919,1,2,1000,0.422,2,NHB,4,2,1,1,GA,1,1,1,1,5,2,1,1,5,52,1,C,C,1500,1500,WALK
4542,919,1,3,1300,0.828,2,HBO,4,2,1,1,GA,1,1,1,1,5,2,1,1,4,52,1,C,C,1500,3000,WALK
4543,919,1,4,1500,0.571,2,HBSHOP,4,2,1,1,GA,1,1,1,1,5,2,1,1,3,52,1,C,C,3000,1500,WALK
4544,919,1,5,1525,0.571,2,HBSHOP,4,2,1,1,GA,1,1,1,1,5,2,1,1,3,52,1,C,C,1500,3000,WALK
4545,920,1,1,930,0.148,2,HBSHOP,4,2,1,2,NC,0,9,1,4,5,2,2,2,3,62,1,S,S,3000,3000,WALK
4546,920,1,2,943,0.148,2,HBSHOP,4,2,1,2,NC,0,9,1,4,5,2,2,2,3,62,1,S,S,3000,3000,WALK
4547,920,1,3,1101,8.64,2,HBO,4,2,1,2,NC,0,9,1,4,5,2,2,2,5,62,1,S,C,3000,3000,RAIL
4548,920,1,4,1308,5.165,2,HBO,4,2,1,2,NC,0,9,1,4,5,2,2,2,5,62,1,C,S,3000,3000,RAIL
4549,921,1,1,1230,0.383,2,HBSHOP,1,2,1,2,CA,0,9,2,6,9,1,3,2,10,77,2,R,R,50,300,OTHER
4550,921,1,2,1345,0.383,2,HBSHOP,1,2,1,2,CA,0,9,2,6,9,1,3,2,10,77,2,R,R,300,50,OTHER
4551,922,2,1,1000,0.366,2,HBW,6,2,4,-8,NY,1,4,1,5,2,1,2,1,1,24,1,C,C,30000,30000,WALK
4552,922,2,2,1400,0.37,2,HBW,6,2,4,-8,NY,1,4,1,5,2,1,2,1,1,24,1,C,C,30000,30000,WALK
4553,922,2,3,1635,1.153,2,HBSHOP,6,2,4,-8,NY,1,4,1,5,2,1,2,1,3,24,1,C,C,30000,17000,PASSENGER
4554,922,2,4,1716,1.153,2,HBSHOP,6,2,4,-8,NY,1,4,1,5,2,1,2,1,3,24,1,C,C,17000,30000,WALK
4555,922,2,5,1837,0.366,2,HBO,6,2,4,-8,NY,1,4,1,5,2,1,2,1,5,24,1,C,C,30000,30000,WALK
4556,922,2,6,2117,0.37,2,HBO,6,2,4,-8,NY,1,4,1,5,2,1,2,1,5,24,1,C,C,30000,30000,WALK
4557,923,1,1,520,1.219,2,HBSHOP,5,2,1,2,NY,0,1,1,5,2,2,3,2,3,34,2,U,U,30000,30000,RAIL
4558,923,1,2,800,0.912,2,HBSHOP,5,2,1,2,NY,0,1,1,5,2,2,3,2,3,34,2,U,U,30000,30000,TAXI
4559,924,1,1,830,-9.0,1,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,1,50,1,C,C,7000,7000,WALK
4560,924,1,2,930,0.125,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,4,50,1,C,C,7000,3000,WALK
4561,924,1,3,1030,1.337,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,4,50,1,C,S,3000,1500,RAIL
4562,924,1,4,1245,1.337,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,4,50,1,S,C,1500,3000,RAIL
4563,924,1,5,1500,0.055,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,4,50,1,C,C,3000,3000,RAIL
4564,924,1,6,1630,4.034,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,3,50,1,C,C,3000,1500,RAIL
4565,924,1,7,1750,1.0,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,3,50,1,C,C,1500,1500,WALK
4566,924,1,8,1830,0.0,2,NHB,3,2,1,1,GA,1,1,1,1,5,2,3,1,10,50,1,C,C,1500,7000,RAIL
4567,925,1,1,1430,0.032,2,HBSOCREC,1,2,2,3,CA,0,10,2,6,9,1,3,2,8,72,2,T,T,750,750,WALK
4568,925,1,2,1515,0.032,2,HBSOCREC,1,2,2,3,CA,0,10,2,6,9,1,3,2,8,72,2,T,T,750,750,WALK
4569,926,1,1,900,0.279,2,HBO,2,2,1,3,SC,1,1,1,2,5,1,5,1,4,66,1,C,C,1500,1500,WALK
4570,926,1,2,920,0.279,2,HBO,2,2,1,3,SC,1,1,1,2,5,1,5,1,4,66,1,C,C,1500,1500,WALK
4571,926,1,3,1100,5.0,1,HBO,2,2,1,3,SC,1,1,1,2,5,1,5,1,10,66,1,C,C,1500,1500,WALK
4572,927,1,1,915,1.541,2,HBO,3,2,1,2,WI,0,9,1,1,3,1,2,2,6,32,1,C,C,3000,7000,RAIL
4573,927,1,2,1040,1.529,2,HBO,3,2,1,2,WI,0,9,1,1,3,1,2,2,6,32,1,C,C,7000,3000,RAIL
4574,927,1,3,1300,0.647,2,HBSOCREC,3,2,1,2,WI,0,9,1,1,3,1,2,2,10,32,1,C,C,3000,7000,WALK
4575,927,1,4,1430,0.647,2,HBSOCREC,3,2,1,2,WI,0,9,1,1,3,1,2,2,10,32,1,C,C,7000,3000,WALK
4576,928,1,1,1320,0.611,2,HBO,4,2,1,1,SC,0,1,1,3,5,1,2,2,5,21,2,C,C,17000,3000,RAIL
4577,928,1,2,1700,0.611,2,HBO,4,2,1,1,SC,0,1,1,3,5,1,2,2,5,21,2,C,C,3000,17000,WALK
4578,929,1,1,1100,0.053,2,HBSOCREC,3,2,2,2,MD,0,10,1,5,5,1,2,2,10,70,1,C,C,3000,7000,WALK
4579,929,1,2,1300,0.053,2,HBSOCREC,3,2,2,2,MD,0,10,1,5,5,1,2,2,10,70,1,C,C,7000,3000,WALK
4580,929,1,3,1500,7.074,2,HBO,3,2,2,2,MD,0,10,1,5,5,1,2,2,6,70,1,C,T,3000,750,PASSENGER
4581,929,1,4,1630,7.171,2,HBO,3,2,2,2,MD,0,10,1,5,5,1,2,2,6,70,1,T,C,750,3000,PASSENGER
4582,929,1,5,1745,0.915,2,HBSHOP,3,2,2,2,MD,0,10,1,5,5,1,2,2,3,70,1,C,C,3000,3000,WALK
4583,929,1,6,1830,0.914,2,HBSHOP,3,2,2,2,MD,0,10,1,5,5,1,2,2,3,70,1,C,C,3000,3000,WALK
4584,929,2,1,1500,7.074,2,HBO,3,2,2,2,MD,0,10,1,5,5,1,3,2,6,57,2,C,T,3000,750,PASSENGER
4585,929,2,2,1630,7.171,2,HBO,3,2,2,2,MD,0,10,1,5,5,1,3,2,6,57,2,T,C,750,3000,PASSENGER
4586,930,1,1,840,0.654,2,HBSHOP,2,2,2,5,NY,0,10,1,5,2,1,2,2,4,59,2,U,U,17000,17000,RAIL
4587,930,1,2,915,1.137,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,2,2,3,59,2,U,U,17000,17000,RAIL
4588,930,1,3,1000,0.169,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,2,2,10,59,2,U,U,17000,17000,WALK
4589,930,1,4,1100,0.302,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,2,2,3,59,2,U,U,17000,7000,WALK
4590,930,1,5,1145,3.71,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,2,2,3,59,2,U,U,7000,3000,RAIL
4591,930,1,6,1330,1.92,2,HBSHOP,2,2,2,5,NY,0,10,1,5,2,1,2,2,3,59,2,U,U,3000,17000,TAXI
4592,930,2,1,845,0.654,2,HBSHOP,2,2,2,5,NY,0,10,1,5,2,1,1,2,4,68,1,U,U,17000,17000,RAIL
4593,930,2,2,915,1.134,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,1,2,3,68,1,U,U,17000,17000,WALK
4594,930,2,3,1000,0.163,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,1,2,3,68,1,U,U,17000,7000,WALK
4595,930,2,4,1130,3.71,2,NHB,2,2,2,5,NY,0,10,1,5,2,1,1,2,3,68,1,U,U,7000,3000,RAIL
4596,930,2,5,1330,1.92,2,HBSHOP,2,2,2,5,NY,0,10,1,5,2,1,1,2,3,68,1,U,U,3000,17000,TAXI
4597,931,1,1,800,2.12,2,HBW,5,1,1,5,PA,1,1,1,5,2,2,4,1,1,45,2,U,U,30000,7000,WALK
4598,932,1,1,730,13.826,2,HBSHOP,5,2,1,1,CA,0,9,1,4,9,1,2,2,4,75,2,U,T,17000,300,BUS
4599,932,1,2,830,5.35,2,NHB,5,2,1,1,CA,0,9,1,4,9,1,2,2,8,75,2,T,U,300,17000,RAIL
4600,932,1,3,1500,22.033,2,NHB,5,2,1,1,CA,0,9,1,4,9,1,2,2,8,75,2,U,C,17000,7000,PASSENGER
4601,932,1,4,1610,17.307,2,HBSOCREC,5,2,1,1,CA,0,9,1,4,9,1,2,2,8,75,2,C,U,7000,17000,RAIL
